date,city,pm2_5,pm10,no2,temp,humidity
2022-05-10,Islamabad,50.82,79.9,8.83,36.9,16
2022-05-10,Islamabad,52.79,82.88,11.14,37.9,15
2022-05-10,Islamabad,65.22,96.75,97.33,38.3,14
2022-05-10,Islamabad,79.91,113.82,135.72,39.0,13
2022-05-10,Islamabad,91.24,128.75,128.87,39.7,12
2022-05-10,Islamabad,103.37,144.5,131.61,40.1,11
2022-05-10,Islamabad,114.57,158.97,130.24,39.6,11
2022-05-10,Islamabad,120.03,166.54,122.01,38.3,12
2022-05-10,Islamabad,112.86,158.21,115.16,36.0,15
2022-05-10,Islamabad,101.47,144.27,105.56,34.2,17
2022-05-10,Islamabad,91.11,131.7,94.59,33.7,18
2022-05-10,Islamabad,80.52,119.25,74.03,33.0,18
2022-05-10,Islamabad,77.58,116.66,56.89,31.8,21
2022-05-11,Islamabad,78.83,119.19,55.52,30.9,22
2022-05-11,Islamabad,83.33,126.47,63.06,30.3,23
2022-05-11,Islamabad,96.19,144.11,65.12,29.7,24
2022-05-11,Islamabad,116.92,169.26,86.37,29.2,24
2022-05-11,Islamabad,65.7,103.99,52.09,28.8,24
2022-05-11,Islamabad,67.42,103.53,37.36,28.4,25
2022-05-11,Islamabad,76.56,111.41,21.42,29.0,25
2022-05-11,Islamabad,61.86,95.14,7.2,31.3,22
2022-05-11,Islamabad,53.08,86.88,4.88,33.4,20
2022-05-11,Islamabad,51.51,85.62,4.76,35.2,18
2022-05-11,Islamabad,51.74,86.35,5.01,37.2,16
2022-05-11,Islamabad,52.76,86.99,6.77,38.4,15
2022-05-11,Islamabad,52.49,87.2,10.37,39.3,14
2022-05-11,Islamabad,63.94,99.97,108.3,40.0,13
2022-05-11,Islamabad,79.05,118.35,146.69,40.5,12
2022-05-11,Islamabad,88.65,131.76,130.24,40.7,10
2022-05-11,Islamabad,99.12,146.53,128.87,40.5,10
2022-05-11,Islamabad,112.62,164.44,132.98,39.7,11
2022-05-11,Islamabad,122.13,177.66,135.72,38.8,11
2022-05-11,Islamabad,122.74,179.44,134.35,36.2,12
2022-05-11,Islamabad,116.38,172.62,127.49,34.8,12
2022-05-11,Islamabad,107.29,162.85,113.79,34.0,13
2022-05-11,Islamabad,96.39,151.03,98.71,33.1,15
2022-05-11,Islamabad,88.71,141.95,86.37,32.6,17
2022-05-12,Islamabad,84.41,136.24,76.77,32.3,18
2022-05-12,Islamabad,77.18,125.95,65.8,31.6,19
2022-05-12,Islamabad,81.04,129.78,63.06,31.0,19
2022-05-12,Islamabad,96.66,147.47,94.59,30.2,20
2022-05-12,Islamabad,66.32,107.0,101.45,30.1,19
2022-05-12,Islamabad,59.88,98.36,71.97,29.8,19
2022-05-12,Islamabad,66.98,104.67,38.04,30.3,20
2022-05-12,Islamabad,55.25,94.46,6.34,33.1,18
2022-05-12,Islamabad,53.13,93.54,5.36,35.5,16
2022-05-12,Islamabad,54.38,95.24,6.34,36.7,15
2022-05-12,Islamabad,55.67,97.08,7.28,38.2,13
2022-05-12,Islamabad,58.09,99.74,9.17,39.0,12
2022-05-12,Islamabad,62.58,103.71,12.85,39.9,11
2022-05-12,Islamabad,82.31,122.8,119.27,40.5,10
2022-05-12,Islamabad,111.9,154.26,244.02,40.9,10
2022-05-12,Islamabad,134.02,180.98,241.28,41.1,9
2022-05-12,Islamabad,136.74,188.65,208.38,41.1,8
2022-05-12,Islamabad,123.11,177.71,157.65,40.4,9
2022-05-12,Islamabad,100.71,152.58,115.16,39.4,10
2022-05-12,Islamabad,81.09,126.15,90.48,36.9,11
2022-05-12,Islamabad,73.07,113.61,75.4,35.6,11
2022-05-12,Islamabad,68.76,108.06,68.55,34.2,12
2022-05-12,Islamabad,69.79,110.24,67.17,33.5,13
2022-05-12,Islamabad,72.73,114.13,61.69,32.9,13
2022-05-13,Islamabad,74.55,115.61,54.84,32.0,14
2022-05-13,Islamabad,66.79,105.52,49.35,31.0,16
2022-05-13,Islamabad,64.67,103.37,53.47,30.4,18
2022-05-13,Islamabad,66.22,105.49,71.97,29.9,18
2022-05-13,Islamabad,52.22,87.89,56.21,29.3,18
2022-05-13,Islamabad,51.67,85.17,34.96,28.5,20
2022-05-13,Islamabad,57.91,89.72,15.59,28.8,21
2022-05-13,Islamabad,38.63,67.44,4.16,31.3,19
2022-05-13,Islamabad,33.21,58.1,3.77,33.7,16
2022-05-13,Islamabad,31.89,55.07,4.11,36.0,14
2022-05-13,Islamabad,33.85,57.7,5.06,38.0,13
2022-05-13,Islamabad,37.52,62.24,7.45,39.1,11
2022-05-13,Islamabad,35.52,57.95,11.48,40.0,9
2022-05-13,Islamabad,45.17,67.37,101.45,40.3,8
2022-05-13,Islamabad,61.27,86.37,165.88,40.6,7
2022-05-13,Islamabad,72.58,100.36,156.28,41.2,5
2022-05-13,Islamabad,83.26,113.83,143.95,41.1,4
2022-05-13,Islamabad,92.25,125.96,138.46,40.6,4
2022-05-13,Islamabad,92.85,127.14,139.83,39.4,4
2022-05-13,Islamabad,83.16,114.41,142.57,36.3,5
2022-05-13,Islamabad,69.88,96.59,128.87,34.8,5
2022-05-13,Islamabad,56.53,78.81,95.96,34.1,5
2022-05-13,Islamabad,40.53,57.4,39.07,33.2,5
2022-05-13,Islamabad,35.76,50.76,23.31,32.1,6
2022-05-14,Islamabad,34.95,49.64,22.96,31.4,7
2022-05-14,Islamabad,36.8,52.42,32.9,30.8,7
2022-05-14,Islamabad,43.97,61.8,51.41,30.2,7
2022-05-14,Islamabad,54.35,74.44,78.83,29.7,8
2022-05-14,Islamabad,44.88,60.65,77.46,29.3,8
2022-05-14,Islamabad,45.33,59.27,56.89,29.0,7
2022-05-14,Islamabad,49.16,61.0,26.39,29.9,7
2022-05-14,Islamabad,16.74,26.19,4.2,33.1,6
2022-05-14,Islamabad,15.22,25.54,3.21,36.1,5
2022-05-14,Islamabad,16.34,27.52,3.13,38.3,4
2022-05-14,Islamabad,16.78,27.78,3.56,40.2,5
2022-05-14,Islamabad,18.01,28.67,5.36,41.2,4
2022-05-14,Islamabad,22.08,34.42,8.83,41.9,4
2022-05-14,Islamabad,33.67,48.23,85.68,42.4,4
2022-05-14,Islamabad,50.84,67.73,154.91,42.9,4
2022-05-14,Islamabad,66.05,85.7,159.03,42.9,4
2022-05-14,Islamabad,76.99,100.7,160.4,42.5,4
2022-05-14,Islamabad,77.49,103.89,142.57,41.9,4
2022-05-14,Islamabad,67.26,93.59,115.16,40.6,4
2022-05-14,Islamabad,45.27,67.25,70.6,37.7,5
2022-05-14,Islamabad,35.24,55.6,38.04,36.4,5
2022-05-14,Islamabad,29.76,49.56,23.99,35.5,5
2022-05-14,Islamabad,26.68,46.69,17.48,34.6,6
2022-05-14,Islamabad,25.11,45.34,14.39,34.1,6
2022-05-15,Islamabad,24.35,44.74,14.39,33.8,6
2022-05-15,Islamabad,24.39,44.37,19.54,34.1,6
2022-05-15,Islamabad,29.22,50.18,43.87,34.3,6
2022-05-15,Islamabad,39.05,62.68,71.97,34.4,6
2022-05-15,Islamabad,48.07,74.27,101.45,33.1,7
2022-05-15,Islamabad,59.33,87.05,112.41,32.4,9
2022-05-15,Islamabad,73.27,101.01,70.6,32.4,9
2022-05-15,Islamabad,52.25,78.55,10.8,35.2,8
2022-05-15,Islamabad,40.84,65.01,4.88,38.2,7
2022-05-15,Islamabad,37.43,61.41,3.64,38.9,6
2022-05-15,Islamabad,36.56,63.63,3.86,39.8,5
2022-05-15,Islamabad,39.35,71.63,4.54,39.6,5
2022-05-15,Islamabad,45.98,82.13,6.17,40.9,4
2022-05-15,Islamabad,53.21,86.08,31.19,42.4,4
2022-05-15,Islamabad,54.63,81.04,58.26,42.9,4
2022-05-15,Islamabad,52.48,77.3,72.66,43.3,4
2022-05-15,Islamabad,58.18,86.62,89.11,43.2,4
2022-05-15,Islamabad,68.11,102.19,98.71,42.5,5
2022-05-15,Islamabad,68.65,107.54,89.11,41.3,5
2022-05-15,Islamabad,60.94,97.96,72.66,38.4,6
2022-05-15,Islamabad,52.98,82.51,55.52,37.0,6
2022-05-15,Islamabad,45.21,67.8,34.96,36.2,7
2022-05-15,Islamabad,39.9,58.6,22.62,34.5,7
2022-05-15,Islamabad,35.55,51.7,16.28,33.9,10
2022-05-16,Islamabad,31.91,46.87,13.88,33.6,11
2022-05-16,Islamabad,31.74,51.53,9.94,32.8,13
2022-05-16,Islamabad,37.72,62.55,22.96,31.6,16
2022-05-16,Islamabad,42.12,71.16,42.16,30.7,17
2022-05-16,Islamabad,42.19,75.36,43.87,30.4,17
2022-05-16,Islamabad,42.25,80.61,35.99,29.5,18
2022-05-16,Islamabad,44.66,86.58,27.76,30.0,19
2022-05-16,Islamabad,42.77,98.16,11.31,33.0,15
2022-05-16,Islamabad,43.03,101.59,7.37,34.6,14
2022-05-16,Islamabad,44.04,100.69,6.34,36.4,12
2022-05-16,Islamabad,44.39,96.95,6.17,37.6,11
2022-05-16,Islamabad,44.35,98.24,7.88,39.4,10
2022-05-16,Islamabad,43.19,102.87,11.48,40.5,8
2022-05-16,Islamabad,55.19,116.97,117.9,41.0,7
2022-05-16,Islamabad,74.33,138.19,202.89,41.2,7
2022-05-16,Islamabad,87.57,157.61,186.44,41.3,7
2022-05-16,Islamabad,101.98,183.33,163.14,41.6,7
2022-05-16,Islamabad,114.29,204.97,146.69,40.8,8
2022-05-16,Islamabad,113.57,200.04,127.49,39.7,8
2022-05-16,Islamabad,99.43,175.15,108.3,36.8,9
2022-05-16,Islamabad,81.44,148.55,87.74,35.3,10
2022-05-16,Islamabad,65.99,127.03,70.6,33.8,12
2022-05-16,Islamabad,57.81,113.04,60.32,33.2,14
2022-05-16,Islamabad,54.88,103.47,50.04,32.3,17
2022-05-17,Islamabad,54.32,96.03,42.84,31.5,20
2022-05-17,Islamabad,53.99,89.04,42.5,31.2,19
2022-05-17,Islamabad,61.96,95.13,50.04,30.8,19
2022-05-17,Islamabad,75.8,112.1,78.83,30.3,19
2022-05-17,Islamabad,54.28,113.12,48.67,29.9,19
2022-05-17,Islamabad,59.37,121.07,25.02,29.6,19
2022-05-17,Islamabad,59.19,115.58,15.59,29.7,20
2022-05-17,Islamabad,52.66,110.7,8.05,31.6,18
2022-05-17,Islamabad,52.45,109.98,7.71,33.9,15
2022-05-17,Islamabad,57.69,114.71,8.31,35.9,14
2022-05-17,Islamabad,63.71,120.73,9.08,37.2,13
2022-05-17,Islamabad,67.86,124.24,11.82,38.1,12
2022-05-17,Islamabad,69.2,125.21,17.14,39.3,11
2022-05-17,Islamabad,83.22,141.96,132.98,40.1,10
2022-05-17,Islamabad,111.52,176.87,211.12,40.7,9
2022-05-17,Islamabad,142.49,213.89,219.35,41.1,9
2022-05-17,Islamabad,170.67,246.96,224.83,40.9,9
2022-05-17,Islamabad,194.12,273.87,235.8,40.2,9
2022-05-17,Islamabad,198.77,278.24,233.05,39.5,10
2022-05-17,Islamabad,183.42,259.59,211.12,35.3,14
2022-05-17,Islamabad,165.04,238.13,189.19,34.8,15
2022-05-17,Islamabad,145.38,215.6,163.14,33.0,17
2022-05-17,Islamabad,124.68,191.55,137.09,31.1,22
2022-05-17,Islamabad,114.32,178.33,122.01,29.5,26
2022-05-18,Islamabad,112.19,175.69,115.16,28.6,28
2022-05-18,Islamabad,111.46,175.14,109.67,26.8,35
2022-05-18,Islamabad,121.82,187.09,112.41,26.3,37
2022-05-18,Islamabad,150.86,217.99,149.43,26.5,35
2022-05-18,Islamabad,85.92,133.84,74.03,26.8,32
2022-05-18,Islamabad,96.93,142.5,58.95,24.9,43
2022-05-18,Islamabad,123.31,166.31,42.5,26.2,38
2022-05-18,Islamabad,71.6,113.41,10.54,29.2,29
2022-05-18,Islamabad,57.1,107.28,5.91,32.3,22
2022-05-18,Islamabad,53.82,109.99,5.4,34.2,19
2022-05-18,Islamabad,51.99,112.42,5.27,35.6,17
2022-05-18,Islamabad,52.02,114.5,6.43,36.9,15
2022-05-18,Islamabad,52.63,119.1,9.0,38.1,13
2022-05-18,Islamabad,63.55,131.15,95.96,38.8,12
2022-05-18,Islamabad,79.18,148.99,126.12,39.1,12
2022-05-18,Islamabad,91.1,165.21,119.27,39.2,12
2022-05-18,Islamabad,102.89,182.83,122.01,39.2,11
2022-05-18,Islamabad,112.31,195.34,123.38,38.8,11
2022-05-18,Islamabad,111.9,194.73,116.53,38.1,12
2022-05-18,Islamabad,101.88,179.84,106.93,35.9,14
2022-05-18,Islamabad,98.18,176.38,94.59,34.9,14
2022-05-18,Islamabad,94.49,175.06,83.63,34.1,15
2022-05-18,Islamabad,90.26,172.27,75.4,33.3,16
2022-05-18,Islamabad,87.32,168.66,68.55,32.4,17
2022-05-19,Islamabad,85.65,164.41,62.38,31.8,18
2022-05-19,Islamabad,86.27,163.15,57.58,31.3,19
2022-05-19,Islamabad,95.32,172.4,59.63,30.8,19
2022-05-19,Islamabad,110.68,188.38,85.68,30.4,19
2022-05-19,Islamabad,72.86,134.01,74.03,30.0,20
2022-05-19,Islamabad,68.01,124.35,52.09,29.6,20
2022-05-19,Islamabad,74.33,127.86,25.7,30.3,20
2022-05-19,Islamabad,57.17,103.52,7.11,32.8,17
2022-05-19,Islamabad,53.03,95.53,7.37,34.8,16
2022-05-19,Islamabad,43.98,80.59,8.83,36.1,15
2022-05-19,Islamabad,35.11,68.3,11.14,37.5,14
2022-05-19,Islamabad,35.26,75.17,17.99,38.0,14
2022-05-19,Islamabad,38.49,85.88,28.1,38.9,13
2022-05-19,Islamabad,41.95,84.67,56.21,39.4,12
2022-05-19,Islamabad,45.19,75.92,83.63,39.8,12
2022-05-19,Islamabad,45.97,70.18,81.57,40.0,11
2022-05-19,Islamabad,47.9,70.84,87.74,40.0,11
2022-05-19,Islamabad,51.09,75.5,82.94,39.3,11
2022-05-19,Islamabad,51.35,76.2,69.23,38.7,12
2022-05-19,Islamabad,47.34,70.9,64.43,36.5,15
2022-05-19,Islamabad,44.02,65.94,63.06,35.2,16
2022-05-19,Islamabad,42.19,62.83,59.63,33.3,19
2022-05-19,Islamabad,38.76,58.01,51.41,32.1,20
2022-05-19,Islamabad,34.32,51.71,33.59,30.8,24
2022-05-20,Islamabad,29.46,44.76,21.08,29.8,27
2022-05-20,Islamabad,24.35,36.99,16.96,29.2,27
2022-05-20,Islamabad,20.87,30.61,27.76,28.5,29
2022-05-20,Islamabad,18.7,27.83,40.44,27.9,29
2022-05-20,Islamabad,15.53,29.2,15.77,27.3,30
2022-05-20,Islamabad,19.48,39.54,10.28,26.5,31
2022-05-20,Islamabad,22.29,46.5,7.37,27.2,30
2022-05-20,Islamabad,30.53,72.21,5.57,29.4,25
2022-05-20,Islamabad,38.34,94.23,6.43,32.0,21
2022-05-20,Islamabad,39.91,99.28,7.28,34.6,18
2022-05-20,Islamabad,39.14,98.11,9.0,36.4,16
2022-05-20,Islamabad,37.9,93.61,11.65,37.8,14
2022-05-20,Islamabad,36.66,89.63,16.28,38.5,13
2022-05-20,Islamabad,42.54,92.6,85.68,39.2,12
2022-05-20,Islamabad,53.64,103.97,152.17,39.5,11
2022-05-20,Islamabad,61.27,112.98,141.2,39.7,11
2022-05-20,Islamabad,63.86,114.92,115.16,38.9,13
2022-05-20,Islamabad,64.11,109.53,97.33,34.2,20
2022-05-20,Islamabad,61.91,99.93,87.74,31.6,26
2022-05-20,Islamabad,58.28,90.47,84.31,28.1,35
2022-05-20,Islamabad,53.52,82.37,81.57,28.1,35
2022-05-20,Islamabad,47.67,73.19,78.14,29.1,31
2022-05-20,Islamabad,43.65,66.79,72.66,27.7,33
2022-05-20,Islamabad,41.85,63.79,62.38,27.0,33
2022-05-21,Islamabad,41.4,62.38,54.84,26.9,32
2022-05-21,Islamabad,40.96,61.46,52.78,26.9,31
2022-05-21,Islamabad,46.07,67.69,54.84,26.5,31
2022-05-21,Islamabad,56.08,79.17,69.23,26.1,31
2022-05-21,Islamabad,31.05,49.34,40.1,26.0,30
2022-05-21,Islamabad,36.1,58.61,29.82,25.9,31
2022-05-21,Islamabad,46.58,71.03,19.71,26.6,30
2022-05-21,Islamabad,49.48,87.77,7.71,28.3,26
2022-05-21,Islamabad,50.88,96.79,5.91,30.7,22
2022-05-21,Islamabad,51.61,98.89,6.43,32.7,20
2022-05-21,Islamabad,50.86,97.63,7.11,34.4,18
2022-05-21,Islamabad,50.58,96.8,8.83,35.5,17
2022-05-21,Islamabad,48.97,96.95,10.8,36.5,15
2022-05-21,Islamabad,51.08,101.74,46.61,37.2,14
2022-05-21,Islamabad,57.04,109.14,84.31,37.7,12
2022-05-21,Islamabad,62.55,115.09,100.08,38.1,12
2022-05-21,Islamabad,76.44,131.47,135.72,37.8,12
2022-05-21,Islamabad,90.95,146.89,128.87,36.2,15
2022-05-21,Islamabad,90.06,140.93,102.82,33.7,19
2022-05-21,Islamabad,78.22,122.2,90.48,31.2,24
2022-05-21,Islamabad,70.22,110.19,85.68,28.8,28
2022-05-21,Islamabad,66.07,103.56,80.88,28.9,25
2022-05-21,Islamabad,60.11,95.12,76.77,28.7,25
2022-05-21,Islamabad,54.25,86.54,63.75,28.4,25
2022-05-22,Islamabad,51.15,81.19,50.04,28.0,25
2022-05-22,Islamabad,48.04,75.59,40.78,26.9,27
2022-05-22,Islamabad,48.68,74.69,43.53,26.3,28
2022-05-22,Islamabad,48.47,72.71,54.15,26.0,29
2022-05-22,Islamabad,31.9,56.55,12.17,25.9,28
2022-05-22,Islamabad,30.94,56.18,6.68,25.7,28
2022-05-22,Islamabad,28.23,50.14,4.63,26.6,27
2022-05-22,Islamabad,20.42,36.18,3.08,28.3,24
2022-05-22,Islamabad,15.39,27.12,2.57,30.0,22
2022-05-22,Islamabad,15.97,27.47,2.48,31.8,19
2022-05-22,Islamabad,17.57,29.32,2.7,33.2,18
2022-05-22,Islamabad,18.71,30.58,3.94,34.9,15
2022-05-22,Islamabad,19.24,31.26,6.68,36.6,13
2022-05-22,Islamabad,20.48,32.94,17.99,37.3,10
2022-05-22,Islamabad,22.37,35.65,23.65,37.6,9
2022-05-22,Islamabad,21.03,33.64,17.31,38.1,10
2022-05-22,Islamabad,15.73,24.32,11.31,38.0,10
2022-05-22,Islamabad,17.31,25.26,10.2,37.3,11
2022-05-22,Islamabad,18.01,25.91,10.97,35.3,13
2022-05-22,Islamabad,16.66,23.99,10.97,33.9,14
2022-05-22,Islamabad,15.31,22.02,10.62,32.5,16
2022-05-22,Islamabad,14.01,19.96,8.31,32.2,16
2022-05-22,Islamabad,15.42,21.38,10.97,28.3,26
2022-05-22,Islamabad,18.33,24.91,14.74,29.5,22
2022-05-23,Islamabad,21.67,29.21,21.42,28.9,23
2022-05-23,Islamabad,27.37,36.37,37.36,27.5,26
2022-05-23,Islamabad,37.52,48.0,52.78,26.8,28
2022-05-23,Islamabad,38.17,47.9,57.58,26.4,28
2022-05-23,Islamabad,16.43,20.78,23.99,26.0,28
2022-05-23,Islamabad,18.94,24.94,25.36,25.5,29
2022-05-23,Islamabad,23.82,30.84,32.56,26.4,28
2022-05-23,Islamabad,31.38,41.08,28.79,28.6,24
2022-05-23,Islamabad,31.05,39.96,25.7,30.9,20
2022-05-23,Islamabad,26.98,33.93,25.36,30.5,22
2022-05-23,Islamabad,23.36,29.91,14.05,30.9,23
2022-05-23,Islamabad,22.3,29.37,13.71,31.5,24
2022-05-23,Islamabad,19.0,24.57,16.96,32.0,24
2022-05-23,Islamabad,22.61,28.34,63.06,29.9,30
2022-05-23,Islamabad,31.71,40.11,113.79,28.0,36
2022-05-23,Islamabad,39.19,50.55,116.53,29.9,30
2022-05-23,Islamabad,41.76,54.92,102.82,27.9,33
2022-05-23,Islamabad,37.73,51.55,84.31,30.2,19
2022-05-23,Islamabad,30.94,44.63,62.38,30.1,19
2022-05-23,Islamabad,26.29,38.75,49.35,28.4,27
2022-05-23,Islamabad,28.15,40.15,45.24,27.5,31
2022-05-23,Islamabad,31.16,42.83,37.7,26.8,32
2022-05-23,Islamabad,35.69,47.52,34.62,26.5,33
2022-05-23,Islamabad,41.42,54.39,35.64,26.5,35
2022-05-24,Islamabad,47.87,62.1,41.47,25.1,35
2022-05-24,Islamabad,55.28,72.13,52.09,24.4,35
2022-05-24,Islamabad,66.35,86.5,56.89,23.6,39
2022-05-24,Islamabad,76.53,97.23,78.14,23.0,41
2022-05-24,Islamabad,29.53,32.09,11.31,22.9,42
2022-05-24,Islamabad,25.71,27.28,5.65,22.9,40
2022-05-24,Islamabad,23.46,24.68,4.11,23.8,38
2022-05-24,Islamabad,21.6,22.94,3.13,24.6,39
2022-05-24,Islamabad,20.46,22.16,3.34,25.8,40
2022-05-24,Islamabad,19.29,20.93,3.86,27.4,35
2022-05-24,Islamabad,18.45,19.99,4.76,28.9,31
2022-05-24,Islamabad,17.75,19.2,6.51,29.9,29
2022-05-24,Islamabad,17.01,18.44,10.02,30.8,26
2022-05-24,Islamabad,24.12,27.74,71.97,31.5,24
2022-05-24,Islamabad,39.75,48.22,146.69,32.1,22
2022-05-24,Islamabad,56.11,69.55,154.91,32.6,20
2022-05-24,Islamabad,67.48,85.19,141.2,33.0,19
2022-05-24,Islamabad,67.95,87.71,122.01,32.8,20
2022-05-24,Islamabad,60.37,79.39,102.82,32.4,20
2022-05-24,Islamabad,47.73,63.9,87.74,31.1,22
2022-05-24,Islamabad,44.37,60.06,80.2,30.5,22
2022-05-24,Islamabad,44.96,61.11,79.51,29.9,23
2022-05-24,Islamabad,49.55,66.86,81.57,28.7,26
2022-05-24,Islamabad,56.39,74.64,82.25,26.7,33
2022-05-25,Islamabad,63.49,81.97,82.25,26.0,36
2022-05-25,Islamabad,71.21,91.08,80.88,25.5,38
2022-05-25,Islamabad,89.38,113.67,83.63,25.1,40
2022-05-25,Islamabad,115.28,143.31,112.41,24.7,40
2022-05-25,Islamabad,28.15,32.63,33.59,24.5,41
2022-05-25,Islamabad,29.17,32.32,20.05,24.0,42
2022-05-25,Islamabad,33.44,36.0,10.45,24.6,41
2022-05-25,Islamabad,28.59,31.64,4.28,25.9,38
2022-05-25,Islamabad,29.4,33.75,3.68,27.0,36
2022-05-25,Islamabad,31.63,36.69,4.03,28.5,33
2022-05-25,Islamabad,33.28,38.83,4.37,29.9,31
2022-05-25,Islamabad,34.74,40.54,5.57,31.4,29
2022-05-25,Islamabad,35.81,41.81,8.14,32.5,27
2022-05-25,Islamabad,50.13,59.52,106.93,33.2,25
2022-05-25,Islamabad,72.83,87.68,167.25,34.2,23
2022-05-25,Islamabad,94.18,113.69,178.22,34.8,22
2022-05-25,Islamabad,118.32,142.26,224.83,35.1,21
2022-05-25,Islamabad,143.78,172.43,265.96,34.9,21
2022-05-25,Islamabad,158.86,191.24,268.7,34.6,21
2022-05-25,Islamabad,154.0,187.38,244.02,33.0,23
2022-05-25,Islamabad,132.9,164.94,202.89,31.9,25
2022-05-25,Islamabad,108.51,139.22,154.91,31.3,26
2022-05-25,Islamabad,90.39,119.82,111.04,30.9,26
2022-05-25,Islamabad,80.92,108.19,78.83,30.0,28
2022-05-26,Islamabad,75.92,99.75,57.58,29.3,30
2022-05-26,Islamabad,62.02,78.4,32.56,28.8,31
2022-05-26,Islamabad,61.78,76.99,47.3,28.1,33
2022-05-26,Islamabad,62.67,76.75,63.06,27.7,34
2022-05-26,Islamabad,44.15,51.82,17.14,27.5,34
2022-05-26,Islamabad,45.98,53.18,9.34,27.2,34
2022-05-26,Islamabad,50.62,57.72,6.34,27.6,34
2022-05-26,Islamabad,52.68,61.27,4.24,29.3,31
2022-05-26,Islamabad,54.74,65.28,4.11,31.0,28
2022-05-26,Islamabad,56.59,68.33,4.67,32.4,26
2022-05-26,Islamabad,57.05,69.8,5.31,33.5,25
2022-05-26,Islamabad,56.13,69.82,6.77,34.2,24
2022-05-26,Islamabad,54.16,68.81,9.77,35.0,23
2022-05-26,Islamabad,67.18,85.39,116.53,36.3,21
2022-05-26,Islamabad,93.57,117.54,163.14,36.9,19
2022-05-26,Islamabad,122.83,153.43,153.54,37.4,18
2022-05-26,Islamabad,154.61,192.54,169.99,37.6,18
2022-05-26,Islamabad,175.88,219.39,183.7,37.3,18
2022-05-26,Islamabad,170.7,214.42,178.22,36.9,18
2022-05-26,Islamabad,140.66,177.5,154.91,35.2,20
2022-05-26,Islamabad,113.26,143.92,122.01,34.1,21
2022-05-26,Islamabad,95.46,121.23,80.88,33.3,22
2022-05-26,Islamabad,86.23,108.33,41.47,32.4,25
2022-05-26,Islamabad,82.13,102.49,27.42,31.4,27
2022-05-27,Islamabad,78.14,96.39,21.76,30.6,29
2022-05-27,Islamabad,72.61,88.76,21.25,29.6,32
2022-05-27,Islamabad,69.57,84.35,34.62,29.1,33
2022-05-27,Islamabad,65.06,77.95,47.3,28.9,33
2022-05-27,Islamabad,57.88,68.04,17.65,28.6,33
2022-05-27,Islamabad,61.93,72.58,10.37,28.4,34
2022-05-27,Islamabad,64.67,75.38,7.11,29.2,32
2022-05-27,Islamabad,64.05,78.28,4.67,31.2,28
2022-05-27,Islamabad,62.48,81.49,4.76,32.6,26
2022-05-27,Islamabad,61.81,82.99,5.74,34.0,25
2022-05-27,Islamabad,61.65,85.41,6.68,34.9,24
2022-05-27,Islamabad,62.18,89.9,8.65,35.6,23
2022-05-27,Islamabad,61.74,92.24,12.17,36.5,21
2022-05-27,Islamabad,68.49,99.61,74.71,37.5,20
2022-05-27,Islamabad,82.9,116.68,153.54,38.3,18
2022-05-27,Islamabad,99.2,138.4,175.48,38.8,17
2022-05-27,Islamabad,120.58,168.15,186.44,39.0,17
2022-05-27,Islamabad,136.65,191.72,175.48,38.8,17
2022-05-27,Islamabad,141.46,199.12,159.03,38.4,17
2022-05-27,Islamabad,136.98,192.63,145.32,36.9,19
2022-05-27,Islamabad,132.24,185.07,130.24,35.9,19
2022-05-27,Islamabad,127.53,178.07,117.9,33.8,23
2022-05-27,Islamabad,123.78,171.65,105.56,32.6,26
2022-05-27,Islamabad,118.58,161.42,87.05,33.2,25
2022-05-28,Islamabad,111.01,146.17,71.29,32.2,26
2022-05-28,Islamabad,75.27,104.21,22.62,31.5,27
2022-05-28,Islamabad,69.91,96.61,22.62,30.7,29
2022-05-28,Islamabad,70.45,96.8,34.27,30.3,30
2022-05-28,Islamabad,69.65,95.68,32.56,29.6,31
2022-05-28,Islamabad,72.39,96.45,22.96,28.4,36
2022-05-28,Islamabad,73.33,92.54,11.31,28.7,36
2022-05-28,Islamabad,45.94,59.3,3.81,30.5,32
2022-05-28,Islamabad,41.57,57.1,3.3,32.2,29
2022-05-28,Islamabad,43.03,62.25,3.64,34.0,25
2022-05-28,Islamabad,44.09,66.94,3.9,35.6,23
2022-05-28,Islamabad,41.84,67.48,4.54,36.5,21
2022-05-28,Islamabad,36.91,65.37,6.0,37.4,19
2022-05-28,Islamabad,41.18,73.12,76.77,38.3,15
2022-05-28,Islamabad,50.28,86.78,116.53,38.5,15
2022-05-28,Islamabad,56.34,97.96,111.04,38.7,13
2022-05-28,Islamabad,63.6,108.55,119.27,38.9,11
2022-05-28,Islamabad,73.27,119.24,130.24,38.2,11
2022-05-28,Islamabad,78.07,122.3,124.75,37.5,11
2022-05-28,Islamabad,69.13,105.04,104.19,35.7,13
2022-05-28,Islamabad,61.54,89.65,78.14,34.8,13
2022-05-28,Islamabad,53.28,75.23,52.09,33.6,15
2022-05-28,Islamabad,47.79,66.17,32.22,32.2,19
2022-05-28,Islamabad,45.79,62.84,23.65,31.8,20
2022-05-29,Islamabad,46.17,62.84,23.65,31.2,23
2022-05-29,Islamabad,46.8,63.34,30.85,30.6,24
2022-05-29,Islamabad,53.5,71.47,45.93,30.2,24
2022-05-29,Islamabad,66.29,86.82,74.71,29.4,27
2022-05-29,Islamabad,44.34,67.94,21.25,28.9,28
